NQUEST,NORD,CERC,MCERC1,MCERC2,MCERC3,MCERC4,MCERC5,MCERC6,MCERC7,MCERC8,MCERC9,MCERC10,MCERC11,OFFERTE,NOFFERTE,NRIFIUTI,NESPLAV,ETALAV,CONTRIB,ACONTRIB,MCONTRIB,DISOC,CASSINT,DIS1,DIS2,DIS3,DIS4,DIS5,DISTOT,DISTEL,ETAPEN,ETALAV2,NOMALAT,MALAT
35443,1,2,,,,,,,,,,,,2,0,0,4,17,1,30,,2,2,,,,,,,,62,41,1,0
35443,2,2,,,,,,,,,,,,2,0,0,1,40,1,12,,2,2,,,,,,,,60,,2,10
35443,3,2,,,,,,,,,,,,2,0,0,4,16,1,4,,2,2,,,,,,,,60,29,2,20
35443,4,2,,,,,,,,,,,,2,0,0,1,18,1,10,,2,2,,,,,,,,60,,1,0
35444,1,2,,,,,,,,,,,,2,0,0,1,15,2,0,0,2,2,,,,,,,,,,,
35446,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35450,1,2,,,,,,,,,,,,2,0,0,3,16,1,25,,2,2,,,,,,,,,,,
35450,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35450,3,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35450,4,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35450,5,2,,,,,,,,,,,,2,0,0,1,12,1,20,,2,2,,,,,,,,,,,
35454,1,2,,,,,,,,,,,,2,0,0,3,24,1,21,,2,2,,,,,,,,65,25,1,0
35454,2,2,,,,,,,,,,,,2,0,0,1,20,1,25,,2,2,,,,,,,,60,,1,0
35454,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35454,5,2,,,,,,,,,,,,2,0,0,1,13,1,,,2,2,,,,,,,,,,,
35455,1,2,,,,,,,,,,,,2,0,0,1,30,1,40,,2,2,,,,,,,,,,,
35455,2,2,,,,,,,,,,,,2,0,0,1,30,1,35,,2,2,,,,,,,,,,,
35456,1,2,,,,,,,,,,,,2,0,0,1,15,1,13,,2,2,,,,,,,,60,,2,10
35456,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35457,1,2,,,,,,,,,,,,2,0,0,1,18,1,35,,2,2,,,,,,,,,,,
35458,1,2,,,,,,,,,,,,2,0,0,2,15,1,32,,2,2,,,,,,,,53,21,1,0
35458,2,2,,,,,,,,,,,,2,0,0,3,14,1,16,,2,2,,,,,,,,60,42,1,0
35458,3,2,,,,,,,,,1,,,2,0,0,1,18,1,0.1666666667,2,2,2,,,,,,,,,,,
35469,1,2,,,,,,,,,,,,2,0,0,1,13,1,14,,2,2,,,,,,,,,,,
35469,2,2,,,,,,,,,,,,2,0,0,1,10,1,15,,2,2,,,,,,,,,,,
35472,1,2,,,,,,,,,,,,2,0,0,1,16,1,35,,2,2,,,,,,,,65,,1,0
35472,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35472,3,2,,,,,,,,,,,,2,0,0,1,27,1,8,,2,2,,,,,,,,60,,2,40
35475,1,2,,,,,,,,,,,,2,0,0,1,10,1,20,,2,2,,,,,,,,,,,
35475,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35485,1,2,,,,,,,,,,,,2,0,0,3,20,1,40,,2,2,,,,,,,,,,,
35485,2,2,,,,,,,,,,,,2,0,0,2,13,1,16,,2,2,,,,,,,,,,,
35485,3,2,,,,,,,,,,,,2,0,0,2,15,1,16,,2,2,,,,,,,,,,,
35486,1,2,,,,,,,,,,,,2,0,0,2,22,1,16,,2,2,,,,,,,,65,34,2,6
35486,2,1,,,,,,,,,,,,2,0,0,2,17,1,15,,2,2,,,,,,,,,,,
35487,1,2,,,,,,,,,,,,2,0,0,6,11,1,30,,2,2,,,,,,,,,22,2,7
35487,2,2,,,,1,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35487,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35487,4,1,,,,,,,,,,,,1,1,0,1,24,1,0.9166666667,11,2,2,,,,,,,,65,,1,0
35488,1,2,,,,,,,,,,,,2,0,0,2,26,1,29,,2,2,,,,,,,,51,51,1,0
35488,2,2,,,,,,,,,,,,2,0,0,1,18,1,34,,2,2,,,,,,,,,,,
35488,3,2,,,,,,,,,,,,2,0,0,2,25,1,6,,2,2,,,,,,,,60,25,1,0
35489,1,2,,,,,,,,,,,,2,0,0,2,15,1,39,,2,2,,,,,,,,61,35,1,0
35489,2,1,,,,,,,,,,,,1,1,0,3,15,1,21,,2,2,,,,,,,,60,50,1,0
35489,3,2,,,,,,,,,1,,,2,0,0,1,21,1,1,,2,2,,,,,,,,,,,
35489,4,2,,,,,,,,,,,,2,0,0,1,19,1,1,,2,2,,,,,,,,60,,1,0
35497,1,2,,,,,,,,,,,,2,0,0,3,17,1,33,,2,2,,,,,,,,55,27,1,0
35497,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35497,3,2,,,,,,,,,,,,2,0,0,1,23,1,6,,2,2,,,,,,,,55,,1,0
35497,4,1,,,,,,,,,,,,2,0,0,3,20,1,3,,2,2,,,,,,,,50,23,1,0
35498,1,2,,,,,,,,,,,,2,0,0,3,14,1,35,,2,1,3,2,3,2,4,1,,,,,
35498,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35498,3,2,,,,,,,,,,,,2,0,0,1,20,1,3,,2,2,,,,,,,,60,,2,8
35500,1,2,,,,,,,,,,,,2,0,0,1,15,1,35,,1,2,2,2,2,2,4,2,,,,,
35500,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35500,3,2,,,,,,,,,,,,2,0,0,2,23,1,6,,2,2,,,,,,,,55,24,1,0
35501,1,2,,,,,,,,,,,,2,0,0,1,24,1,25,,2,2,,,,,,,,65,,1,0
35502,1,2,,,,,,,,,,,,2,0,0,5,14,1,18,,2,2,,,,,,,,65,18,1,0
35502,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35502,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35506,1,2,,,,,,,,,,,,2,0,0,7,18,1,34,,2,2,,,,,,,,65,22,1,0
35506,2,2,,,,,,,,,,,,2,0,0,1,24,1,6,,2,2,,,,,,,,60,,1,0
35506,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35507,1,2,,,,,,,,,,,,2,0,0,3,15,1,30,,2,2,,,,,,,,,,,
35507,2,2,,,1,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35507,3,2,,,,,,,,,,,,2,0,0,1,29,1,6,,2,2,,,,,,,,65,,1,0
35507,4,2,,,,,,,,,,,,2,0,0,1,30,1,2,,2,2,,,,,,,,65,,1,0
35508,1,2,,,,,,,,,,,,2,0,0,1,15,1,10,,2,2,,,,,,,,65,,1,0
35508,2,2,,,1,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35512,1,2,,,,,,,,,,,,2,0,0,3,16,1,20,,2,2,,,,,,,,65,27,1,0
35512,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35514,1,2,,,,,,,,,,,,2,0,0,2,6,1,45,,2,2,,,,,,,,63,26,2,3
35514,2,2,,,,,,,,,,,,2,0,0,1,25,1,35,,2,2,,,,,,,,62,,2,5
35514,3,2,,,,,,1,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35518,1,2,,,,,,,,,,,,2,0,0,1,20,1,40,,2,2,,,,,,,,,,,
35518,2,2,,,1,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35518,3,2,,,,,,,,,,,,2,0,0,1,27,1,5,,2,2,,,,,,,,65,,1,0
35518,4,2,,,,,,,,,,,,2,0,0,1,26,1,4,,2,2,,,,,,,,65,,1,0
35518,5,2,,,,,,,,,,,,2,0,0,1,24,1,2,,2,2,,,,,,,,65,,1,0
35519,1,2,,,,,,,,,,,,2,0,0,1,30,1,25,,2,2,,,,,,,,,,,
35520,1,2,,,,,,,,,,,,2,0,0,3,12,1,30,,2,2,,,,,,,,65,20,1,0
35520,2,1,,,,,,,,,,,,2,0,0,1,16,1,14,,1,2,3,4,2,1,3,1,,,,,
35552,1,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35552,2,2,,,,,,,,,,,,2,0,0,1,16,1,16,,2,2,,,,,,,,60,,1,0
35552,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35553,1,2,,,,,,,,,,,,2,0,0,1,14,1,35,,2,2,,,,,,,,52,,2,15
35553,2,2,,,,,,,,,,,,2,0,0,1,16,1,35,,2,2,,,,,,,,,,,
35555,1,2,,,,,,,,,,,,2,0,0,1,31,1,24,,2,2,,,,,,,,60,,1,0
35566,1,2,,,,,,,,,,,,2,0,0,1,8,1,10,,2,2,,,,,,,,,,,
35566,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35570,1,2,,,,,,,,,,,,2,0,0,1,19,1,25,,2,2,,,,,,,,60,,1,0
35570,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35570,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35570,4,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35573,1,2,,,,,,,,,,,,2,0,0,1,16,1,16,,2,2,,,,,,,,,,,
35588,1,2,,,,,,,,,,,,2,0,0,1,31,1,9,,2,2,,,,,,,,65,,1,0
35588,2,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35590,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35590,2,2,,,,,,,,,,,,2,0,0,1,20,1,8,,2,2,,,,,,,,60,,1,0
35592,1,2,,,,,,1,,,,,,2,0,0,1,14,1,15,,2,1,2,3,2,1,2,2,,,,,
35592,2,2,,,,,,,,,,,,2,0,0,1,30,1,21,,2,2,,,,,,,,65,,1,0
35592,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35592,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35596,1,1,,,,,,,,,,,,1,1,0,3,14,1,10,,1,2,3,3,3,3,3,1,,65,33,1,0
35596,2,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35598,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35598,2,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35600,1,2,,,,,,,,,,,,2,0,0,3,10,1,25,,2,2,,,,,,,,,,,
35600,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35614,1,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35614,2,2,,,,,,,,,,,,2,0,0,1,15,1,32,,2,2,,,,,,,,60,,2,7
35614,3,1,,,,,,,,,,,,2,0,0,1,16,1,3,,1,2,3,3,3,3,3,4,,,,,
35615,1,2,,,,,,,,,,,,2,0,0,2,18,1,41,,2,2,,,,,,,,,,,
35615,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35622,1,2,,,,,,,,,,,,2,0,0,4,14,1,30,,2,2,,,,,,,,,,,
35622,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35627,1,2,,,,,,,,,,,,2,0,0,2,16,1,22,,2,2,,,,,,,,60,20,2,4
35628,1,2,,,,,,,,,,,,2,0,0,2,9,1,37,,2,2,,,,,,,,,,,
35628,2,2,,,,,,,,,,,,2,0,0,2,10,1,19,,2,2,,,,,,,,60,42,2,30
35628,3,2,,,,,,,,,,,,2,0,0,1,20,1,1,,2,2,,,,,,,,,,1,0
35632,1,2,,,,,,,,,,,,2,0,0,2,15,1,10,,2,2,,,,,,,,,,,
35632,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35636,1,2,,,,,,,,,,,,2,0,0,1,,1,32,,2,2,,,,,,,,,,,
35638,1,2,,,,,,,,,,,,2,0,0,2,18,1,15,,2,2,,,,,,,,65,25,1,0
35638,2,2,,,,,,,,,,,,2,0,0,2,18,1,20,,2,2,,,,,,,,65,20,1,0
35638,4,2,,,,,,,,,,,,2,0,0,1,,1,,,2,2,,,,,,,,,,,
35640,1,2,,,,,,,,,,,,2,0,0,1,18,1,33,,2,2,,,,,,,,53,,1,0
35640,2,2,,,,,,,,,,,,2,0,0,2,14,1,31,,2,2,,,,,,,,,,,
35640,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35640,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35640,5,2,,,,,,,,,,,,2,0,0,1,30,1,35,,2,2,,,,,,,,,,,
35641,1,2,,,,,,,,,,,,2,0,0,2,13,1,35,,2,1,2,2,2,1,2,2,,52,41,1,0
35641,2,2,,,,,,,,,,,,2,0,0,2,13,1,26,,2,2,,,,,,,,58,36,1,0
35641,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35643,1,2,,,,,,,,,,,,2,0,0,1,28,1,35,,2,2,,,,,,,,64,,2,6
35643,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35643,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35643,4,2,,,,,,,,,,,,2,0,0,1,25,1,0.5,6,2,2,,,,,,,,65,,1,0
35647,1,2,,,,,,,,,,,,2,0,0,2,16,1,26,,2,2,,,,,,,,57,20,2,30
35647,2,2,1,,,,,,,,,,,2,0,0,3,15,1,11,,2,2,,,,,,,,,,,
35648,1,2,,,,,,,,,,,,2,0,0,1,20,1,35,,2,2,,,,,,,,,,,
35648,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35650,1,2,,,,,,,,,,,,2,0,0,2,15,1,18,,2,2,,,,,,,,50,18,2,5
35650,2,2,1,,,,,,,,,,,2,0,0,1,14,1,7,,2,2,,,,,,,,,,,
35676,1,2,,,,,,,,,,,,2,0,0,1,15,1,37,,2,2,,,,,,,,53,,2,30
35676,2,2,,,,,,,,,,,,2,0,0,1,15,1,33,,2,2,,,,,,,,51,,2,60
35676,3,2,,,,,,,,,,,,2,0,0,2,18,1,9,,2,2,,,,,,,,50,25,1,0
35677,1,2,,,,,,,,,,,,2,0,0,2,15,1,17,,2,2,,,,,,,,60,30,1,0
35677,2,2,,,,,,,,,,,,2,0,0,1,16,1,35,,2,2,,,,,,,,54,,1,0
35677,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35677,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35679,1,2,,,,,,,,,,,,2,0,0,4,17,1,35,,2,2,,,,,,,,,,,
35679,2,2,,,,,,,,,,,,2,0,0,1,10,2,0,0,2,2,,,,,,,,,,,
35682,1,2,,,,,,,,,,,,2,0,0,6,12,1,25,,2,2,,,,,,,,54,24,2,10
35682,2,2,,,,,,,,,,,,2,0,0,2,20,1,21,,2,2,,,,,,,,60,22,2,10
35682,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35682,6,2,,,,,,,,,,,,2,0,0,1,10,1,13,,2,2,,,,,,,,,,,
35685,1,2,,,,,,,,,,,,2,0,0,1,25,1,28,,2,2,,,,,,,,,,,
35695,1,2,,,,,,,,,,,,2,0,0,2,32,1,34,,2,2,,,,,,,,,,,
35702,1,2,,,,,,,,,,,,2,0,0,1,25,2,0,0,2,2,,,,,,,,55,,1,0
35702,2,2,,,,,,,,,,,,2,0,0,1,21,2,0,0,2,2,,,,,,,,60,,2,7
35712,1,1,,,,,,,,,,,,2,0,0,1,18,1,16,,1,2,3,3,4,3,4,2,,58,,1,0
35712,2,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35718,1,2,,,,,,,,,,,,2,0,0,2,13,1,27,,2,2,,,,,,,,60,33,1,0
35718,2,2,,,,,,,,,,,,2,0,0,1,18,1,15,,2,2,,,,,,,,60,,1,0
35718,3,2,,,,,,,,,,,,2,0,0,2,19,1,5,,2,2,,,,,,,,60,24,1,0
35718,4,2,,,,,,,,,,,,2,0,0,2,12,1,,,2,2,,,,,,,,,,,
35728,1,2,,,,,,,,,,,,2,0,0,1,20,1,25,,2,2,,,,,,,,,,,
35728,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35728,3,2,,,,,,,,,,,,2,0,0,3,20,1,20,,2,2,,,,,,,,65,30,1,0
35735,1,2,,,,,,,,,,,,2,0,0,1,21,1,20,,2,2,,,,,,,,55,,1,0
35735,2,2,,,,,,,,,,,,2,0,0,1,20,1,20,,2,2,,,,,,,,55,,2,15
35738,1,2,,,,,,,,,,,,2,0,0,1,24,1,36,,2,2,,,,,,,,,,,
35738,2,2,,,,,,,,,,,,2,0,0,1,17,1,15,,2,2,,,,,,,,,,,
35742,1,2,,,,,,,,,,,,2,0,0,3,18,1,11,,2,2,,,,,,,,58,23,1,0
35742,2,2,,,,,,,,,,,,2,0,0,1,27,1,8,,2,2,,,,,,,,58,,1,0
35747,1,2,,,,,,,,,,,,2,0,0,5,18,1,27,,2,2,,,,,,,,65,25,2,5
35747,2,2,,,,,,1,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35747,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35747,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35780,1,2,,,,,,,,,,,,2,0,0,3,17,1,35,,2,2,,,,,,,,,,,
35780,2,2,,,,,,,,,,,,2,0,0,2,14,2,0,0,2,2,,,,,,,,,,,
35781,1,2,,,,,,,,,,,,2,0,0,4,19,1,29,,1,2,3,3,3,3,3,3,,61,29,2,80
35781,2,2,,,,,,,,,,,,2,0,0,4,19,1,24,,2,2,,,,,,,,,,,
35781,3,2,,,,,,,,,,,,2,0,0,3,18,1,5,,2,2,,,,,,,,60,22,2,5
35781,4,2,,,,,,,,,,,,2,0,0,2,16,1,3,,2,2,,,,,,,,60,21,2,5
35781,5,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35788,1,2,,,,,,,,,,,,2,0,0,1,19,1,23,,2,2,,,,,,,,56,,2,30
35788,2,1,,,,,,,,,,,,2,0,0,1,14,1,15,,2,2,,,,,,,,,,,
35788,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35789,1,2,,,,,,,,,,,,2,0,0,4,30,1,3,,2,2,,,,,,,,,,,
35802,1,1,,,,,,,,,,,,1,1,0,2,16,1,28,,1,2,3,2,3,1,4,1,,,,,
35802,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35802,3,1,,,,,,,,,,,,1,1,0,1,17,2,0,0,2,2,,,,,,,,55,,1,0
35802,4,1,,,,,,,,,,,,1,1,0,1,17,2,0,0,2,2,,,,,,,,,,,
35802,5,1,,,,,,,,,,,,1,1,0,0,,,,,,,,,,,,,,,,,
35806,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35812,1,2,,,,,,,,,,,,2,0,0,1,20,1,27,,2,2,,,,,,,,60,,1,0
35812,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35812,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35812,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35813,1,2,,,,,,,,,,,,2,0,0,4,13,1,7,,1,2,1,2,3,3,5,2,,65,36,2,8
35813,2,1,,,,,,,,,,,,1,3,2,0,,,,,,,,,,,,,,,,,
35819,1,2,,,,,,,,,,,,2,0,0,1,16,1,27,,2,2,,,,,,,,60,,1,0
35819,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35819,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35819,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35820,1,2,,,,,,,,,,,,2,0,0,4,24,1,15,,2,2,,,,,,,,65,26,2,10
35820,2,2,,,,,,,,,,,,2,0,0,2,18,1,15,,2,2,,,,,,,,65,20,2,10
35851,1,2,,,,,,,,,,,,2,0,0,10,10,1,35,,1,2,1,2,2,1,3,1,,60,,1,0
35851,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35851,3,2,,,,,,,,,,,,2,0,0,1,10,1,3,,2,2,,,,,,,,65,,2,10
35851,4,2,,,,,,,,,,,,2,0,0,1,10,1,5,,2,2,,,,,,,,65,,1,0
35862,1,2,,,,,,,,,,,,2,0,0,2,18,1,29,,2,2,,,,,,,,60,25,1,0
35862,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35862,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35862,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
35864,1,2,,,,,,,,,,,,2,0,0,2,6,1,32,,2,2,,,,,,,,,50,1,0
35864,2,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35864,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35864,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35866,1,2,,,,,,,,,,,,2,0,0,2,14,1,18,,2,2,,,,,,,,60,24,1,0
35866,2,2,,,,,,,,,,,,2,0,0,2,13,1,14,,2,2,,,,,,,,60,36,1,0
35866,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35867,1,1,,,,,,,,,,,,2,0,0,1,16,2,0,0,1,2,2,1,3,3,2,1,,,,1,0
35867,2,2,,,,,,,,,,,,2,0,0,2,14,1,2,,1,2,1,1,2,2,2,2,,65,18,1,0
35878,1,2,,,,,,,,,,,,2,0,0,1,12,1,39,,2,2,,,,,,,,,,,
35879,1,2,,,,,,,,,,,,2,0,0,7,15,1,35,,2,2,,,,,,,,65,44,1,0
35879,2,2,,,,,,,,,,,,2,0,0,2,16,1,15,,2,2,,,,,,,,,,,
35879,3,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35879,4,2,,,,,,,,1,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35896,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35896,2,2,,,,,,,,,,,,2,0,0,1,29,1,7,,2,2,,,,,,,,60,,2,90
35899,1,2,,,,,,,,,,,,2,0,0,2,14,1,38,,2,2,,,,,,,,,,,
35899,2,2,,,,,,1,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
35899,3,1,,,,,,,,,,,,2,0,0,1,20,2,0,0,2,2,,,,,,,,65,,2,10
35899,4,1,,,,,,,,,,,,2,0,0,1,16,2,0,0,2,2,,,,,,,,65,,2,5
35964,1,2,,,,,,,,,,,,2,0,0,1,28,1,14,,2,2,,,,,,,,65,,1,0
35964,2,2,,,,,,,,,,,,2,0,0,1,27,1,12,,2,2,,,,,,,,60,,1,0
35968,1,2,,,,,,,,,,,,2,0,0,1,19,1,22,,2,2,,,,,,,,,,,
35968,2,2,,,,,,,,,,,,2,0,0,1,30,1,23,,2,2,,,,,,,,,,,
36002,1,2,,,,,,,,,,,,2,0,0,1,15,1,33,,2,2,,,,,,,,52,,1,0
36002,2,2,,,1,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
36002,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
36002,4,2,,,,,,,,,,,,2,0,0,1,16,1,1,,2,2,,,,,,,,50,,2,2
36004,1,2,,,,,,,,,,,,2,0,0,2,14,1,33,,2,2,,,,,,,,65,24,2,10
36004,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
36004,3,2,,,,,,,,,,1,,2,0,0,0,,,,,,,,,,,,,,,,,
36004,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
36004,5,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
36005,1,2,,,,,,,,,,,,2,0,0,1,18,1,10,,2,2,,,,,,,,65,,1,0
36005,2,2,,,,,,,,,,,,2,0,0,1,25,1,15,,2,2,,,,,,,,65,,1,0
36008,1,2,,,,,,,,,,,,2,0,0,4,15,1,15,,2,2,,,,,,,,60,30,1,0
36008,2,2,,,1,,,,,,,,,2,0,0,1,15,1,10,,2,2,,,,,,,,,,,
36008,3,1,,,,,,,,,,,,2,0,0,1,21,2,0,0,2,2,,,,,,,,65,,1,0
36008,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
36010,1,2,,,,,,,,,,,,2,0,0,3,17,1,26,,2,2,,,,,,,,65,26,1,0
36010,2,2,1,,,,,,,,,,,2,0,0,1,17,2,0,0,2,2,,,,,,,,,,,
36010,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
36010,4,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
36011,1,2,,,,,,,,,,,,2,0,0,1,16,1,30,,2,2,,,,,,,,57,,2,10
36011,2,2,,,,,,1,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
36011,3,2,,,,,,,,,,,,2,0,0,1,23,1,2,,2,2,,,,,,,,65,,1,0
36011,4,1,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
36016,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
36049,1,2,,,,,,,,,,,,2,0,0,1,25,1,19,,2,2,,,,,,,,65,,1,0
36049,2,2,,,1,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
36062,1,2,,,,,,,,,,,,2,0,0,3,15,1,23,,2,2,,,,,,,,57,17,1,0
36062,2,2,,,,,,,,,,,,2,0,0,1,19,1,21,,2,2,,,,,,,,59,,1,0
36066,1,2,,,,,,,,,,,,1,3,3,2,13,1,44,,2,2,,,,,,,,,,,
36066,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
36067,1,2,,,,,,,,,,,,2,0,0,4,13,1,23,,2,2,,,,,,,,,,,
36067,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
36067,3,2,,,,,,,,,1,,,2,0,0,0,,,,,,,,,,,,,,,,,
36071,1,2,,,,,,,,,,,,2,0,0,2,18,1,2,,2,2,,,,,,,,63,27,2,60
36071,2,2,1,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
36073,1,2,,,,,,,,,,,,2,0,0,2,12,1,39,,2,2,,,,,,,,,,,
36073,2,2,,,,,,,,,,,,2,0,0,2,12,1,17,,2,2,,,,,,,,65,38,2,15
36074,1,2,,,,,,,,,,,,2,0,0,3,20,1,22,,1,2,3,3,3,3,3,2,,60,38,1,0
36074,2,2,,,,,,,,,,,,2,0,0,1,14,1,,,2,2,,,,,,,,,,,
36101,1,2,,,,,,,,,,,,2,0,0,1,19,1,30,,2,2,,,,,,,,57,,1,0
36101,2,2,,,1,,,,,,,,,2,0,0,1,16,1,13,,2,2,,,,,,,,,,,
36101,3,2,,,,,,,,,,,,2,0,0,1,21,1,3,,2,2,,,,,,,,,,1,0
36106,1,2,,,,,,,,,,,,2,0,0,0,,,,,,,,,,,,,,,,,
