NQUEST,GIUDINT1,GIUDINT5,GIUDINT2,GIUDINT3,GIUDINT4
55333,4,2,1,2,3
55338,4,1,3,4,4
55341,5,1,5,4,5
55342,3,1,3,3,3
55349,3,2,1,3,3
55351,5,1,5,4,5
55353,2,2,2,3,3
55358,2,3,2,4,4
55362,5,1,4,3,5
55363,4,2,3,3,5
55367,5,1,3,4,5
55372,4,1,3,3,4
55375,4,2,3,3,3
55376,3,2,4,3,4
55379,4,1,5,3,4
55380,3,1,4,3,4
55386,3,3,2,2,3
55387,3,2,2,3,4
55393,4,2,4,3,4
55399,2,3,1,2,2
55406,2,3,1,3,2
55425,4,2,4,3,4
55430,5,1,4,3,4
55433,4,2,3,2,3
55439,2,3,3,3,4
55519,2,4,4,3,4
55538,3,2,3,3,3
55542,2,3,2,2,4
55547,2,3,3,3,4
55548,3,3,2,4,4
55549,3,3,2,3,3
55552,3,3,4,4,4
55555,3,3,4,3,4
55559,2,3,1,3,3
55562,2,3,2,3,4
55572,2,2,3,3,4
55576,1,2,1,3,4
55586,3,3,3,3,3
55591,3,4,4,3,4
55594,3,3,3,3,4
55597,5,3,2,3,4
55602,3,3,4,3,4
55611,4,2,4,4,5
55615,3,2,3,3,4
55617,3,3,4,3,4
55620,4,3,2,4,3
55622,3,3,2,3,3
55629,3,3,4,4,4
55636,2,4,2,2,3
55639,1,3,1,2,3
55642,2,2,2,2,3
55644,4,3,4,3,4
55649,2,1,4,3,2
55650,2,3,2,3,3
55654,4,1,3,4,5
55660,5,1,3,4,4
55690,3,2,2,4,5
55692,4,1,3,3,4
55694,3,2,2,3,4
55695,5,3,3,3,5
55726,3,3,3,2,4
55740,4,3,3,2,4
55743,3,3,3,3,3
55745,2,2,2,2,3
55749,2,3,3,3,3
55751,2,2,1,1,3
55756,2,3,3,2,3
55757,3,3,3,2,3
55773,4,1,2,4,5
55774,3,2,1,4,5
55777,3,2,2,4,4
55783,3,2,2,3,4
55788,1,4,1,3,5
55799,5,1,2,4,5
55825,3,1,2,3,3
55826,2,3,2,3,4
55828,1,4,1,2,3
55829,3,1,2,3,3
55830,3,1,1,3,4
55831,3,2,1,3,3
55832,4,1,2,3,5
55833,2,3,1,3,2
55836,2,2,1,3,4
55837,2,2,1,1,2
55838,1,3,2,2,3
55839,2,3,1,4,2
55840,2,2,2,3,1
55842,1,2,1,2,2
55843,2,3,2,3,3
55844,2,3,1,3,3
55845,2,3,1,2,2
55846,1,3,1,2,1
55848,2,2,2,2,4
55849,1,2,1,3,4
55875,3,3,4,3,4
55876,4,1,3,3,4
55877,2,2,2,3,3
55878,2,2,2,4,4
55884,2,2,2,3,3
55885,2,2,2,3,2
55887,4,2,4,4,4
55888,3,2,2,3,4
55889,2,2,2,3,4
55891,4,3,4,4,4
55892,4,2,4,4,4
55917,2,2,3,3,3
55920,1,3,1,3,1
55958,2,3,2,3,4
55989,5,2,3,3,5
56016,3,2,2,3,4
56038,1,3,2,2,4
56039,5,2,3,3,5
56041,2,3,1,2,2
56066,4,2,1,3,3
56070,2,2,3,4,5
56074,5,1,3,3,5
56080,4,1,1,3,4
56093,4,3,3,3,4
56097,5,1,4,3,5
56098,3,3,2,3,4
56161,4,2,4,3,4
56165,3,2,2,4,5
56174,4,2,3,3,4
56175,4,3,2,3,4
56177,3,3,1,3,4
56183,4,2,3,3,4
56202,4,2,3,3,4
56204,4,1,2,3,4
56209,4,3,2,2,4
56215,3,3,3,3,4
56251,4,1,4,3,5
56261,5,1,5,3,5
56262,3,3,2,2,4
56264,4,1,3,2,4
56270,4,2,3,3,4
56276,2,3,3,3,4
56283,4,2,3,2,5
56284,5,2,3,3,5
56292,5,1,4,3,5
56301,4,1,2,3,5
56305,5,1,4,3,4
56309,5,1,4,4,5
56319,5,2,4,3,5
56320,2,4,1,2,2
56327,4,4,5,3,4
56329,4,2,4,4,5
56330,5,1,4,3,4
56332,4,3,3,3,4
56333,4,4,4,3,4
56349,4,2,4,3,5
56352,2,2,3,3,5
56431,5,3,2,4,4
56440,3,3,3,4,4
56445,5,1,5,4,5
56457,5,1,4,4,5
56458,5,1,3,3,4
56465,4,3,3,3,4
56467,3,3,1,2,5
56468,3,3,2,1,2
56469,2,2,2,4,3
56470,1,3,2,3,3
56471,4,1,3,3,4
56472,3,2,2,1,3
56473,2,3,1,4,4
56499,4,2,3,3,5
56500,3,2,4,3,5
56501,3,3,3,3,5
56508,5,1,3,3,5
56518,5,1,5,3,5
56529,4,1,4,3,4
56533,5,1,5,4,5
56563,3,2,3,3,4
56568,3,2,3,3,4
56572,4,2,3,3,4
56574,5,2,4,3,4
56575,4,2,4,3,5
56577,4,2,4,3,5
56582,4,2,4,3,5
56589,3,2,3,4,5
56593,4,2,4,3,4
56594,4,2,3,3,4
56603,5,1,5,4,5
56605,5,2,4,3,5
56608,4,2,4,3,4
56610,4,2,4,3,5
56615,4,2,5,3,5
56616,3,3,3,4,4
56624,5,1,5,4,5
56629,4,1,2,3,3
56632,4,1,3,4,5
56642,5,1,4,4,5
56643,4,1,4,4,4
56655,3,2,2,2,2
56656,4,2,3,3,4
56658,5,1,5,3,5
56662,4,1,3,4,5
56677,4,2,4,3,4
56680,5,1,4,4,5
56685,5,1,4,4,5
56686,5,1,4,4,5
56696,4,2,4,3,5
56699,2,3,3,3,5
56701,2,3,3,3,5
56703,4,2,3,3,4
56706,4,1,4,3,5
56709,4,2,4,3,5
56719,3,2,3,3,5
56720,2,3,3,2,5
56721,4,2,3,3,5
56759,3,3,3,2,5
56761,4,1,3,3,5
56762,4,3,3,3,4
56765,4,1,4,3,5
56776,5,1,4,4,5
56850,1,2,3,3,5
56852,3,3,1,2,3
56878,4,4,3,3,4
56883,2,3,2,3,4
56888,2,3,1,2,2
56926,3,2,3,3,4
56928,3,3,2,3,2
56932,3,2,2,2,2
56954,3,3,3,3,3
56956,3,3,2,3,4
56960,3,2,2,3,3
56997,4,3,4,3,4
57011,5,5,5,4,5
57012,1,4,1,3,3
57019,5,1,2,4,5
57022,4,3,1,3,2
57024,3,3,2,2,3
57027,3,3,3,3,3
57038,1,4,1,3,2
57042,3,4,1,2,3
57043,2,4,1,3,2
57069,2,2,2,3,4
57070,3,3,1,2,3
57073,2,3,2,3,4
57074,1,3,1,1,1
57077,3,2,3,2,3
57078,2,3,2,3,2
57081,3,3,2,3,4
57086,4,1,4,3,5
57094,5,1,2,2,3
57095,4,2,3,3,4
57096,4,2,4,3,5
57115,5,1,5,4,5
57116,5,1,2,4,5
57117,5,1,4,4,5
57118,5,1,5,4,5
57120,5,1,3,4,5
57122,4,1,4,4,5
57124,4,2,3,4,4
57126,5,1,3,3,4
57138,4,1,4,4,5
57142,5,1,4,4,5
57143,3,3,3,3,3
57193,4,1,4,4,5
57202,3,2,3,3,3
57205,2,4,2,3,4
57207,4,2,3,3,4
57215,2,3,3,3,4
57217,4,2,4,3,4
57228,4,1,4,3,4
57232,3,2,3,3,3
57234,2,3,2,3,3
57242,2,2,3,3,4
57248,4,2,2,3,5
57249,4,1,4,4,5
57250,2,2,2,3,4
57251,2,2,2,4,5
57252,3,3,2,2,4
57254,2,3,2,3,5
57256,3,2,1,2,2
57257,2,2,3,3,5
57262,2,3,1,3,4
57263,2,2,2,3,4
57265,3,1,1,3,4
57269,4,1,3,3,5
57280,3,3,3,3,4
57281,3,4,3,2,4
57303,5,1,5,4,5
57325,5,1,5,4,5
57337,3,2,4,3,4
57363,5,1,5,4,5
57374,4,2,5,4,5
57410,5,1,5,4,5
57460,5,1,5,4,5
57462,5,1,5,4,5
57466,5,1,5,4,5
57469,5,1,4,4,5
57471,5,1,5,4,5
57472,5,1,5,4,5
57474,5,1,5,4,5
57496,4,1,5,4,5
57499,4,3,3,3,4
57530,4,2,4,4,5
57543,4,2,3,3,4
57544,4,2,3,3,5
57546,4,2,4,4,5
57547,1,4,2,3,4
57550,2,2,2,2,1
57557,3,2,3,2,5
57608,3,2,3,3,4
57609,5,1,5,4,5
57610,3,2,2,3,4
57611,4,1,3,3,4
57613,5,1,5,4,5
57614,2,2,2,3,3
57615,5,1,5,4,5
57616,5,1,4,4,5
57617,4,1,4,3,4
57619,5,1,5,4,5
57620,3,2,3,4,5
57621,5,1,4,3,4
57622,5,1,4,4,5
57624,5,1,4,4,5
57625,4,1,4,3,4
57626,4,2,2,2,3
57627,5,1,5,4,5
57631,5,1,4,4,5
57663,3,3,2,4,4
57664,5,1,4,3,4
57667,4,1,4,3,5
57670,4,1,4,4,5
57671,3,3,2,3,3
57673,2,3,1,3,3
57677,1,3,1,3,3
57678,4,1,4,3,4
57680,5,1,4,4,5
57683,4,3,3,4,5
57692,3,3,1,3,3
57698,5,2,4,4,5
57699,4,2,1,3,4
57703,3,3,2,2,3
57753,4,1,4,4,5
57764,2,2,3,4,5
57779,4,1,3,4,5
57785,3,3,2,3,4
57786,5,1,3,4,5
57788,4,1,2,4,5
57810,5,1,4,4,4
57815,4,1,4,4,5
57820,5,1,4,4,5
57824,5,1,4,4,5
57829,2,3,1,4,5
57830,4,3,3,3,5
57836,2,3,3,3,5
57837,4,2,4,3,5
57864,5,1,4,3,5
57869,4,3,4,3,5
57911,4,1,4,4,4
57915,4,2,4,3,4
57960,4,1,3,3,5
57962,3,2,3,2,3
58002,4,3,4,4,5
58004,3,3,3,3,5
58032,5,1,4,4,5
58042,5,1,4,4,5
58043,5,1,4,4,5
58053,4,2,3,4,5
58055,5,1,4,4,5
58060,3,3,3,3,5
58064,5,1,5,4,5
58067,5,1,5,4,5
58069,5,1,5,4,5
58071,5,1,5,4,5
58077,5,1,5,4,5
58081,5,1,5,4,5
58108,3,3,3,3,5
58126,4,1,4,4,4
58133,2,3,1,3,3
58163,1,4,2,3,4
58225,5,1,5,4,5
58231,4,3,5,4,5
58249,3,2,4,4,5
58250,4,2,2,2,4
58252,5,1,5,4,5
58253,4,1,4,4,5
58258,5,3,2,3,4
58299,3,1,3,4,4
58304,4,1,3,3,4
58360,1,3,2,2,3
58362,4,2,3,3,3
58365,4,1,4,3,5
58366,4,2,2,3,4
58375,4,2,2,3,5
58394,4,2,3,4,5
58395,4,2,3,3,5
58418,4,2,4,3,4
60002,4,1,2,3,5
60007,2,3,3,3,4
60016,3,2,2,1,3
60017,3,2,3,3,5
60019,4,1,3,4,4
60021,1,3,1,1,2
60022,3,3,3,3,3
60028,3,1,1,1,1
60029,4,1,2,3,4
60034,2,1,1,3,4
60041,2,3,2,2,2
60046,2,3,2,3,4
60050,3,2,2,3,4
60051,3,3,3,3,4
60054,3,2,3,3,4
60066,4,2,4,4,5
60067,4,1,4,3,5
60068,1,5,1,3,2
60069,1,4,1,2,1
60077,3,2,2,3,4
60078,4,1,2,3,5
60081,5,1,5,4,5
60105,5,1,2,2,4
60106,4,2,4,3,4
60108,5,1,5,3,5
60110,3,3,2,2,3
60112,4,1,3,3,4
60116,4,3,3,3,4
60117,5,1,5,3,5
60122,2,3,2,3,4
60126,1,4,1,2,1
60131,4,3,4,3,4
60138,1,3,1,4,3
60149,4,3,4,3,4
60150,4,4,2,3,2
60151,1,4,3,4,5
60152,5,1,4,3,5
60155,3,3,3,4,5
90001,2,3,2,3,4
90002,3,3,2,3,3
90003,1,3,2,3,2
90004,4,2,4,3,4
90005,4,1,4,4,5
90006,5,1,2,4,5
91001,4,1,3,3,3
91002,5,1,5,4,5
91003,3,3,3,3,3
91004,5,1,4,3,5
91005,2,3,3,3,3
91006,4,2,3,4,4
91007,5,1,5,3,4
91008,3,3,3,4,3
91009,5,1,4,3,4
91010,2,3,2,3,4
91011,3,3,4,3,5
91012,4,1,3,4,5
91013,4,2,4,4,5
91014,3,2,3,3,3
91015,4,2,3,3,4
91016,2,2,2,2,3
91017,3,2,3,3,4
91018,4,2,2,3,4
91019,4,2,2,3,4
91020,2,2,5,3,4
91021,1,3,1,3,4
91022,5,1,5,4,5
91023,4,3,3,3,4
91024,4,3,4,4,5
91025,4,2,3,3,4
91026,2,3,4,3,4
91027,3,2,3,3,3
91028,4,3,3,3,4
91029,3,3,2,3,3
91030,4,2,3,3,4
91031,4,2,4,3,4
91032,2,3,2,3,3
91033,4,2,4,3,4
91034,5,1,5,4,5
91035,4,2,4,3,4
91036,4,3,2,2,4
91037,3,3,3,3,3
91038,4,2,3,3,4
91039,2,3,1,3,2
91040,4,2,3,4,4
91041,4,3,4,4,5
91042,5,1,5,4,5
91043,5,1,4,4,5
91044,4,1,4,4,4
91045,4,2,4,4,4
91046,4,3,5,4,5
91047,3,3,3,3,5
91048,5,1,5,4,5
91049,1,4,3,3,2
91050,5,1,4,3,5
91051,4,1,3,3,4
91052,5,5,5,4,5
91053,5,1,4,4,5
91054,5,1,5,3,5
91055,5,1,5,4,5
91056,5,1,5,4,5
91057,5,1,5,4,5
91058,5,1,4,4,5
91059,5,2,4,4,4
91060,5,1,5,4,5
91061,4,2,4,3,4
91062,4,1,3,2,4
91063,5,1,5,4,5
91064,5,1,5,4,5
91065,4,2,3,3,4
91066,5,1,5,4,5
91067,3,3,4,4,5
91068,5,1,4,4,5
91069,3,1,2,3,4
91070,3,2,2,2,4
91071,4,2,3,3,5
91072,5,1,4,4,5
91073,4,4,4,3,4
91074,2,3,4,4,5
91075,5,1,4,4,5
91076,4,2,3,3,4
91077,5,1,2,4,5
91078,5,1,4,4,5
91079,5,1,4,4,5
91080,4,3,4,4,5
91081,4,1,3,3,4
91082,5,1,5,4,5
91083,3,1,3,3,3
91084,4,3,4,3,4
91085,4,1,3,2,4
91086,5,1,4,4,5
91087,4,1,4,4,4
91088,4,3,3,2,4
91089,5,2,4,3,5
91090,5,1,4,4,5
91091,4,2,4,4,5
91092,3,2,3,3,4
91093,4,3,3,4,4
91094,4,2,4,3,5
91095,5,1,4,3,5
91096,5,1,5,4,5
91097,4,1,3,3,3
91098,2,2,3,3,3
91099,5,1,5,4,5
91100,5,2,3,3,3
91101,4,2,4,3,4
91102,4,2,3,3,5
100006,3,2,3,3,3
100008,1,5,1,2,2
100010,3,2,3,3,4
100014,2,3,1,1,3
100031,1,3,1,3,2
100065,4,2,3,3,4
100074,3,2,2,3,4
101004,4,2,3,3,4
101010,3,1,2,3,3
101011,4,1,2,3,4
101017,4,3,2,3,1
101018,2,3,2,3,4
101022,2,3,1,3,4
101035,2,2,2,3,3
101037,4,1,3,3,4
101043,1,3,2,3,3
101044,1,3,2,3,3
101052,1,4,1,2,3
101060,1,4,1,2,2
101061,3,2,3,3,4
101062,1,4,1,3,2
101063,3,3,4,3,4
101068,1,3,2,4,2
101069,3,3,2,3,4
101070,1,4,4,3,5
101087,3,2,3,2,3
102003,5,1,4,2,4
102006,3,2,3,3,4
102009,2,2,1,2,3
102010,3,3,2,3,4
102015,2,2,4,3,4
102019,2,3,1,3,3
102026,2,2,4,3,4
102027,3,3,3,3,4
102029,4,2,1,2,1
102034,4,2,4,3,4
102038,3,2,3,3,4
102040,3,2,3,3,4
102043,1,3,1,3,4
102044,4,1,1,2,1
102046,4,2,3,3,4
102064,5,1,4,3,5
102070,1,3,1,3,4
102074,2,2,3,3,4
102088,5,1,4,3,4
102089,4,1,3,2,4
103001,2,2,2,2,3
103002,3,2,3,3,4
103004,5,1,4,4,4
103005,3,3,4,3,4
103006,2,2,2,2,3
103007,4,1,4,3,4
103008,3,2,4,3,4
103009,2,2,2,3,3
103010,2,2,3,3,4
103011,2,2,3,3,4
103012,2,2,2,3,3
103013,1,3,1,3,2
103014,2,2,2,2,3
103015,3,2,3,2,3
103021,4,1,4,3,4
103026,3,3,4,3,5
103029,3,2,2,3,4
103036,2,2,2,2,4
103037,5,1,4,4,5
103052,4,1,4,3,4
103053,4,2,3,3,4
103055,2,2,3,3,4
103064,2,3,2,3,3
103066,4,1,4,3,4
103077,1,2,2,3,3
104002,5,1,5,4,5
104004,4,2,3,2,5
104005,4,3,4,2,5
104006,4,3,4,3,4
104007,4,2,3,2,4
104009,2,3,2,4,5
104026,5,1,5,4,5
104033,4,1,4,4,5
104035,5,1,5,4,5
104042,5,1,5,4,5
104052,5,1,4,3,5
104055,4,2,4,4,5
104058,5,1,3,3,4
104067,4,3,3,3,5
104071,5,1,4,4,5
104074,4,2,4,3,4
104075,4,2,4,3,5
104080,3,3,3,3,4
104083,5,1,5,4,5
104087,5,1,5,4,5
104089,5,1,5,4,5
105003,4,3,3,3,3
105007,4,3,4,4,4
105010,2,4,2,3,4
105013,3,3,3,3,3
105018,2,4,3,4,3
105029,5,2,3,4,4
105078,1,4,2,4,2
106001,2,3,3,3,3
106006,4,1,4,3,4
106008,2,4,2,3,2
106015,2,3,2,3,3
106029,4,2,4,3,4
106030,2,3,2,3,2
106031,4,1,1,2,3
106034,4,2,3,3,4
106040,2,4,3,3,3
106041,4,3,2,2,2
106051,4,1,3,2,4
106061,3,3,3,2,3
106062,4,2,3,3,4
106066,4,1,3,3,4
106067,4,1,4,3,4
106072,4,2,3,3,4
106077,4,1,4,4,5
106089,4,1,4,3,4
107014,4,1,4,3,5
107015,4,1,2,3,4
107023,4,1,4,3,4
107024,5,1,5,3,5
107033,4,1,3,3,4
107046,2,2,1,2,3
107050,1,4,1,1,1
107052,3,2,2,2,3
107054,4,1,2,3,3
107062,1,2,1,2,3
107066,3,1,3,3,3
107068,3,2,3,2,4
107073,5,1,4,3,4
107075,5,1,3,3,4
107085,4,1,4,3,4
107090,2,2,2,3,4
108002,4,2,4,4,4
108003,4,1,4,4,4
108004,4,2,4,4,4
108005,4,2,4,4,4
108006,4,2,4,4,4
108008,4,2,4,3,4
108009,4,2,4,4,4
108031,4,1,4,4,4
108032,4,2,4,4,4
108035,4,2,4,3,4
108046,3,2,3,3,4
108049,4,2,3,3,4
108050,4,2,4,4,4
108051,4,2,4,4,4
108058,4,2,4,4,4
108066,4,2,4,4,4
108074,4,2,4,4,4
108076,5,1,4,4,4
108081,4,2,4,4,4
108082,5,2,5,4,4
108083,4,2,4,4,4
108084,4,2,4,4,4
108085,4,2,4,4,4
109001,2,3,3,4,5
109002,4,2,4,4,5
109007,3,3,4,4,5
109018,2,3,1,3,5
109020,1,4,1,3,4
109023,5,1,2,3,5
109025,4,2,3,3,5
109029,2,3,2,4,5
109031,4,1,2,2,3
109040,4,1,2,2,5
109054,2,3,1,3,2
109059,3,2,1,1,2
109062,1,3,2,3,3
109070,1,3,2,3,3
109080,1,3,2,3,2
109087,2,4,1,2,1
109089,5,1,4,4,5
110002,4,1,4,3,4
110005,4,2,4,3,5
110011,4,3,4,3,4
110015,4,3,4,3,4
110017,5,1,5,4,5
110034,4,2,4,3,4
110040,4,1,4,3,4
110061,5,1,5,4,4
111001,5,1,4,4,5
111004,2,1,2,4,4
111008,4,2,3,3,5
111012,5,1,4,4,5
111017,5,1,3,4,5
111028,4,1,3,2,4
111032,5,1,4,4,5
111036,5,1,5,4,5
111040,5,1,3,3,5
111042,5,1,5,4,5
111045,4,1,5,4,5
111047,5,1,2,3,4
111048,4,1,3,4,5
111052,3,3,2,3,4
111062,5,1,4,4,5
111063,2,4,2,2,5
111064,5,1,5,4,5
111067,5,1,4,3,5
111072,5,1,5,4,5
111073,5,1,5,4,5
111074,5,1,4,4,5
111075,5,1,4,4,4
111076,2,4,1,3,5
111079,3,4,1,3,2
111080,4,2,3,4,5
112004,4,1,3,3,4
112006,1,3,1,3,4
112007,3,2,4,3,4
112010,1,5,1,3,4
112035,1,3,2,3,4
112043,2,3,3,3,4
113002,1,4,1,2,4
113005,1,4,2,2,2
113008,1,4,3,3,3
113010,3,3,3,2,3
113014,3,2,3,2,3
113023,2,3,1,2,2
113026,4,4,3,3,3
113030,5,1,3,3,3
113036,5,1,3,2,3
113047,5,1,4,3,3
113048,5,1,3,3,3
113078,3,3,3,2,3
113084,3,2,3,3,3
114002,4,2,2,4,5
114008,3,3,2,2,4
114025,4,2,3,3,4
114027,2,3,1,4,4
114038,3,2,3,3,3
114059,4,2,4,2,5
114060,4,2,2,3,4
114063,3,3,1,3,2
114065,2,3,1,3,3
114073,4,2,2,3,4
114077,4,2,3,3,4
114080,4,2,4,4,5
114083,4,1,3,3,5
114085,4,2,3,3,5
115004,4,2,2,2,4
115005,1,4,1,3,4
115006,2,3,3,3,4
115007,5,1,4,3,4
115012,1,3,1,3,4
115013,2,3,3,3,4
115064,3,3,2,2,4
116003,3,2,2,4,5
116006,3,3,3,3,3
116010,4,3,4,3,4
116022,4,2,3,3,4
116027,4,3,3,3,4
116058,3,3,3,4,4
116087,4,2,3,3,5
116088,5,5,1,4,4
117001,2,3,2,3,2
117007,3,3,3,3,4
117010,4,4,4,3,4
117017,4,4,4,4,4
117018,3,3,3,3,3
117019,2,3,1,3,3
117023,3,3,3,3,3
117027,3,2,3,3,4
117032,4,4,4,3,4
117037,4,4,4,3,4
117046,3,2,3,3,3
117049,3,2,2,3,3
117054,2,2,2,3,4
117057,3,4,4,3,3
117072,2,2,2,2,2
117086,2,4,2,3,2
118002,4,2,3,3,4
118003,4,2,3,3,5
118004,3,3,3,3,5
118008,3,3,3,3,5
118009,4,2,4,3,5
118012,3,3,3,1,4
118015,3,3,3,3,5
118018,2,3,3,3,4
118019,4,2,3,3,4
118025,4,1,3,3,5
118034,4,2,3,3,5
118036,3,3,3,2,4
118054,4,3,3,3,5
118058,5,3,3,3,4
118066,4,2,3,3,4
118067,4,3,3,3,4
118070,3,3,3,3,5
118078,2,3,2,3,1
118082,3,2,3,3,4
119001,2,3,3,2,4
119002,2,3,3,3,4
119003,3,2,2,2,3
119005,3,3,3,1,5
119007,4,3,3,2,4
119008,3,3,2,2,4
119010,3,2,3,3,4
119013,4,2,3,3,4
119014,3,2,3,3,5
119015,3,3,3,3,4
119016,4,1,3,3,5
119020,4,2,3,3,5
119021,3,3,3,4,4
119024,2,3,2,4,4
119025,3,3,3,3,4
119028,3,3,3,3,4
119032,4,2,3,3,5
119036,3,3,3,3,4
119037,3,3,3,3,4
119059,5,2,4,3,5
119066,4,2,3,3,4
119079,4,1,3,3,4
120001,4,3,3,3,4
120002,2,3,4,4,5
120008,3,3,3,3,4
120021,4,2,4,3,5
120022,3,3,3,2,3
120035,2,3,3,3,4
120036,4,2,4,3,5
120037,3,3,3,3,4
120044,4,5,4,3,1
120055,4,3,3,3,4
120057,5,1,4,4,5
120060,4,2,3,4,5
120063,4,2,4,3,5
120067,3,1,3,4,4
120071,3,3,3,3,4
120077,3,4,3,3,4
121013,4,2,4,3,4
121018,4,2,4,3,4
121021,5,1,5,4,5
121031,5,1,5,4,5
121034,4,2,4,4,5
121035,5,1,5,4,5
121040,2,3,3,3,3
121056,5,2,4,4,5
121057,4,1,3,3,4
121059,5,1,5,4,5
121062,5,1,5,4,5
121064,5,1,5,4,5
121066,5,1,3,4,4
121067,5,1,4,4,5
121069,4,2,5,3,5
121071,4,2,4,4,4
121075,4,1,4,4,5
121079,5,1,5,4,5
122006,4,1,4,4,5
122007,4,2,4,3,5
122065,4,1,4,3,5
123002,4,2,2,3,2
123008,4,1,4,3,5
123018,2,4,1,2,3
123019,4,3,3,3,4
123029,4,2,2,4,2
123030,3,2,1,4,3
123037,3,2,2,3,4
123039,5,1,3,3,4
123042,2,3,3,3,4
123046,5,1,4,4,3
123050,1,3,2,2,2
123068,2,3,3,3,3
123070,2,2,1,2,2
123071,3,3,3,3,4
123073,2,2,2,4,4
123076,4,1,1,4,2
123079,5,1,2,3,3
123080,2,3,1,4,3
123082,1,4,1,2,3
123083,1,4,1,2,4
123084,2,3,2,3,3
123087,5,1,1,2,2
124003,3,2,4,3,4
124004,2,3,2,3,4
124005,2,3,3,3,4
124012,1,3,2,3,4
124014,3,2,3,3,4
124015,4,1,3,3,4
124016,2,2,4,3,4
124017,4,1,4,3,4
124019,4,1,4,3,4
124022,4,2,3,3,4
124029,3,2,3,3,4
124049,1,3,1,3,4
124050,4,1,4,3,4
124058,5,1,3,2,4
124064,3,2,1,3,3
125002,3,2,2,2,3
125008,3,3,3,2,3
125014,2,3,2,1,3
125021,4,1,5,3,5
125022,5,1,4,3,5
125026,1,4,3,2,3
125029,3,2,2,2,4
125038,4,2,3,3,4
125041,3,3,3,2,3
125042,3,3,3,3,4
125053,1,4,3,2,3
125058,3,3,2,2,2
125064,3,3,3,2,3
125065,4,2,3,2,3
125069,2,3,3,3,3
125084,3,3,3,2,3
125086,3,3,4,3,4
125087,3,2,3,3,4
126003,1,4,1,2,3
126007,2,2,2,3,4
126008,1,4,1,2,2
126009,3,3,2,3,3
126012,4,1,3,3,4
126024,3,3,3,3,4
126025,2,2,2,3,4
126032,1,4,1,2,4
126037,4,1,2,3,4
126041,5,1,2,3,5
126044,2,3,2,3,4
126046,4,1,2,3,4
126051,1,4,1,3,2
126072,1,3,1,3,4
126074,4,3,2,3,3
126083,2,2,1,3,2
126090,3,2,2,3,4
127001,5,1,4,4,5
127004,4,1,3,4,5
127006,5,1,4,4,5
127008,3,3,2,2,3
127010,3,2,2,3,3
127012,2,3,3,3,4
127015,4,2,2,2,3
127016,4,3,3,3,4
127022,4,2,4,3,5
127058,5,1,5,4,5
127061,4,2,3,3,4
127062,4,2,3,4,4
127064,4,2,3,3,4
127067,4,2,3,3,4
127082,4,1,3,3,4
129016,2,3,3,3,5
129042,4,1,4,4,5
130003,4,1,4,3,4
130004,3,3,2,3,3
130007,2,3,2,3,2
130008,3,2,1,2,2
130010,1,4,2,3,2
130013,1,4,2,3,3
130015,1,3,1,3,3
130021,2,4,2,3,3
130022,1,3,1,3,2
130026,3,3,3,3,4
130030,4,1,4,3,4
130032,2,3,1,2,2
130041,2,4,1,2,2
130046,4,2,2,3,3
130048,4,2,2,3,2
130056,4,2,2,3,2
130066,3,2,2,2,2
130076,4,1,3,3,4
130078,2,3,2,3,2
130079,4,1,3,3,4
130080,2,3,3,3,2
130090,2,4,2,3,3
131002,3,1,2,3,5
131004,3,2,2,4,5
131006,2,2,1,3,5
131021,2,2,1,2,3
131027,3,2,2,3,5
131031,3,1,2,4,5
131033,2,2,2,3,4
131034,2,2,2,3,4
131037,2,3,1,3,3
131048,4,2,2,4,5
131067,2,2,1,3,5
131076,2,2,1,3,4
131081,2,2,2,3,4
131085,3,2,2,4,4
131087,3,2,2,3,4
131090,3,1,2,4,4
132004,2,3,3,3,3
132028,2,3,3,2,3
132038,3,2,3,3,3
132067,5,1,4,3,4
133010,3,3,3,3,4
133013,4,2,3,3,4
133017,4,2,3,3,4
133018,4,2,3,3,4
133045,4,3,3,3,4
134006,2,3,3,3,3
134011,2,3,3,3,3
134016,3,2,4,3,5
134017,2,3,3,3,4
134023,4,1,3,3,4
134030,2,3,2,3,2
134032,4,2,3,3,4
134033,3,3,2,2,2
134035,1,3,2,2,2
134039,4,2,3,3,4
134049,4,2,3,3,4
134053,2,3,2,2,2
134067,3,2,3,3,4
134071,3,2,4,3,4
134073,2,3,2,2,3
134074,2,3,2,3,4
134075,1,4,1,2,2
135002,2,3,3,3,4
135003,4,1,2,3,4
135004,4,1,4,3,4
135014,3,3,2,3,4
135018,1,3,1,3,4
135020,1,3,1,3,4
135024,2,3,1,3,4
135032,5,3,2,2,4
135048,2,2,2,3,4
135061,5,1,3,3,4
135063,2,2,2,3,3
135086,3,2,2,3,3
136004,4,2,4,3,4
136005,4,3,4,1,4
136007,3,3,4,3,4
136009,5,1,4,3,5
136011,1,3,3,2,3
136017,4,2,4,2,4
136020,4,2,3,2,3
136024,4,2,4,4,4
136036,5,1,4,3,4
136039,2,4,3,3,2
136040,4,3,3,3,3
136045,3,3,3,3,2
136061,3,3,4,3,4
136063,4,3,4,4,5
136072,2,4,3,3,3
137007,5,2,3,3,4
137008,5,1,5,4,5
137011,4,1,3,4,5
137089,5,1,3,4,5
138022,5,2,4,4,4
138046,5,4,4,3,2
138062,5,1,2,4,4
138072,5,3,3,3,5
138078,4,3,2,4,4
